"Name","School","Rating"
"Jessie Ozzauto","Lehigh Mountain Hawks",50.9
"Rebecca Moors","Hawai'i Rainbow Wahine",50.9
"Raina Tomasicka","South Florida Bulls",50.9
"Mar'Cyah Willis","Tarleton State Texans",50.9
"KJ Walker","Lamar Cardinals",50.9
"Terriana Gray","North Carolina Central Eagles",50.9
"Zaire Mcneal","Southern-New Orleans Knights",50.9
"Abbey Kimball","Michigan State Spartans",50.8
"De'Ahna Richardson","Western Michigan Broncos",50.8
"Sarang West","North Alabama Lions",50.8
"Jayda Johnson","Dayton Flyers",50.8
"Laci Steele","NC State Wolfpack",50.8
"Jada Knight","Samford Bulldogs",50.8
"Sophia LeGoullon","William & Mary Tribe",50.8
"Camila De Pool","Fordham Rams",50.8
"Rachel Shropshire","Bellarmine Knights",50.8
"Kayce Hyman","Bellarmine Knights",50.8
"Cloe Vecina","Oregon State Beavers",50.8
"Heather Baymon","Texas State Bobcats",50.8
"Hildur Gunnsteinsdottir","Boston University Terriers",50.8
"Kristina Rakotobe","UNC Greensboro Spartans",50.8
"Jada Gyamfi","Iowa Hawkeyes",50.7
"Madi Ott","Clemson Tigers",50.7
"Aaliyah Gayles","USC Trojans",50.7
"Julene Royale","Jacksonville Dolphins",50.7
"Payton Fields","St. Bonaventure Bonnies",50.7
"Desiree Ware","UAB Blazers",50.7
"Gisella Maul","California Golden Bears",50.7
"Stella Szabo","Pacific Tigers",50.7
"Kastyn Young","Utah Tech Trailblazers",50.7
"Emily Fisher","Maryland Terrapins",50.7
"Mya Dotson","Charleston Southern Buccaneers",50.7
"Ar'Mani Reid","Winthrop Eagles",50.7
"Anaja Hall","Alabama State Lady Hornets",50.7
"Kira-May Filemu","Hawai'i Rainbow Wahine",50.7
"Tahira Muhammad","Dartmouth Big Green",50.7
"Lauren Perry","Omaha Mavericks",50.7
"Brooke Suttle","Pennsylvania Quakers",50.7
"Grace Strickland","Mercyhurst Lakers",50.7
"Nia Henley","Navy Midshipmen",50.7
"Alyssa Tarpley","Samford Bulldogs",50.6
"Fatou Diakite","South Florida Bulls",50.6
"Kierra Morrow","Elon Phoenix",50.6
"Juliann Woodard","Michigan State Spartans",50.6
"Lena Walz","St. Bonaventure Bonnies",50.6
"Sophia Zufelt","UT Rio Grande Valley Vaqueros",50.6
"Emily Bratton","Miami (OH) RedHawks",50.6
"Kaylee Corbin","Northern Iowa Panthers",50.6
"Adriana Jones","Troy Trojans",50.6
"Isabella Gonzalez","Virginia-Lynchburg Dragons",50.6
"Sara Zabrecky","UIC Flames",50.5
"Allie Hueckman","Boise State Broncos",50.5
"Amiaya Morgan","Maryland Eastern Shore Hawks",50.5
"Taliah Scott","Auburn Tigers",50.5
"Isamery Telleria","Jacksonville Dolphins",50.5
"Kayanna Cox","SMU Mustangs",50.5
"Jada Bates","Arkansas Razorbacks",50.5
"Alyssa Febres","Kansas City Roos",50.5
"Alicia Newell","Richmond Spiders",50.5
"Vinyet Morato","Western Michigan Broncos",50.5
"Brenna Burk","Little Rock Trojans",50.5
"Aubrey Joens","Oklahoma Sooners",50.4
"Kiylynn Dawkins","Northern Illinois Huskies",50.4
"Natalie Herrin","Presbyterian Blue Hose",50.4
"Jeanee Anderson","Alcorn State Lady Braves",50.4
"Dacia Jones","Louisiana Ragin' Cajuns",50.4
"Claudia Marina Gonzalez","Florida International Panthers",50.4
"Alisa Blalock","La Salle Explorers",50.4
"Ona Alarcon","Maine Black Bears",50.4
"Morgan Boyd","Presbyterian Blue Hose",50.4
"Leah Bullard","Oakland Golden Grizzlies",50.4
"Daylee Dunn","Cincinnati Bearcats",50.3
"Susana Yepes","Oregon State Beavers",50.3
"Cadence Johnson","Merrimack Warriors",50.3
"Destiny Agubata","West Virginia Mountaineers",50.3
"Ariel Little","St. John's Red Storm",50.3
"MacKenzie Givens","Xavier Musketeers",50.3
"Mikiya House","Queens University Royals",50.3
"Isabella Casey","Bucknell Bison",50.3
"Laryn Scott","Nicholls Colonels",50.3
"Amari DeBerry","Maryland Terrapins",50.2
"Wyvette Mayberry","Kansas Jayhawks",50.2
"Sh'Diamond McKnight","Mississippi Valley State Devilettes",50.2
"Taylor Rietveld","Louisiana Tech Lady Techsters",50.2
"Jovana Spasovski","Wisconsin Badgers",50.2
"Emilie Bessell","Davidson Wildcats",50.2
"Seneya Martinez","App State Mountaineers",50.2
"Kylee Norkus","Evansville Purple Aces",50.2
"Kylie Waytashek","Valparaiso Beacons",50.2
"Jamia Blake","Rider Broncs",50.1
"Tanajah Hayes","Florida International Panthers",50.1
"Maria Serracanta","Northern Illinois Huskies",50.1
"Asha Sra","Grand Canyon Lopes",50.1
"Jayda Brown","St. John's Red Storm",50.1
"Veronaye Charlton","North Alabama Lions",50.1
"Aubrey Reid","UT Arlington Mavericks",50.1
"Diarrah Sissoko","New Mexico State Aggies",50.1
"Shannon Blacher","Northern Illinois Huskies",50.1
"Anastasia Drosouni","California Golden Bears",50.1
"Madison Watts","Loyola Marymount Lions",50.1
"Alena Fusetti","Mercyhurst Lakers",50.1
"Ellie Colson","Eastern Illinois Panthers",50
"Tara Daye","St. John's Red Storm",50
"Taylor Moffat","Portland State Vikings",50
"De'Shawnti Thomas","Illinois State Redbirds",50
"Stanislava Kabernick","Middle Tennessee Blue Raiders",50
"Madison O'Dell","Robert Morris Colonials",50
"Kassidy Thompson","Hofstra Pride",50
"Aalayah Wilson","Lindenwood Lions",50
"Elliott Jessup","North Carolina A&T Aggies",50
"Teresa Mbemba","Presbyterian Blue Hose",50
"Elle Johansson","Wagner Seahawks",50
"Rachel Kuhl","Monmouth Hawks",49.9
"Hannah Riddick","Memphis Tigers",49.9
"Kaley Perkins","Kent State Golden Flashes",49.9
"Kennedy Clifton","Rice Owls",49.9
"Jayda Holiman","UT Rio Grande Valley Vaqueros",49.9
"Emily Monson","Middle Tennessee Blue Raiders",49.9
"Ashala Moseberry","West Virginia Mountaineers",49.9
"Caya Smith","Oklahoma Sooners",49.9
"Erin Powell","Colorado Buffaloes",49.9
"Ines Gnahore","UC Irvine Anteaters",49.9
"Trinity Barnes","UNC Asheville Bulldogs",49.9
"Kyana Weir","Omaha Mavericks",49.9
"Ternadoo Agatha Agba","Southern Illinois Salukis",49.9
"Izzy McPherson","Chattanooga Mocs",49.9
"Brianna Sanchez","UT Rio Grande Valley Vaqueros",49.8
"Audrey Meyers","High Point Panthers",49.8
"Natalie Mazurek","TCU Horned Frogs",49.8
"Mona Zaric","Harvard Crimson",49.8
"Nyla Cooper","Howard Bison",49.8
"Avery O'Roke","NJIT Highlanders",49.8
"Sophia Lee","Sacramento State Hornets",49.8
"Allysan Tse","Cal State Bakersfield Roadrunners",49.8
"Imani Warren","New Mexico State Aggies",49.8
"Makolla Bagayegou","Houston Christian Huskies",49.8
"JaNai Coleman","UT Rio Grande Valley Vaqueros",49.8
"Naiya Carney","Texas A&M-Corpus Christi Islanders",49.8
"Ava Toone","Loyola Marymount Lions",49.7
"Shantavia Dawkins","Dayton Flyers",49.7
"Alba Garcia","Charleston Southern Buccaneers",49.7
"Eliza Buerk","Davidson Wildcats",49.7
"Arlisha Boston","Hampton Lady Pirates",49.7
"Kelis Grant","Sam Houston Bearkats",49.7
"Lauren Crocker","Utah Tech Trailblazers",49.7
"Jessica Wangolo","Le Moyne Dolphins",49.7
"Dayshawna Carter","Monmouth Hawks",49.7
"Gal-la Font","West Georgia Wolves",49.7
"Hekla Nokkvadottir","App State Mountaineers",49.7
"Amany Lopez","Rider Broncs",49.7
"Joselyn Johnson","Virginia-Lynchburg Dragons",49.7
"Liz Murphy","Akron Zips",49.7
"Jade Moore","Chattanooga Mocs",49.6
"Lorena Barbosa","San Francisco Dons",49.6
"Xanthippi Karatasiou","Canisius Golden Griffins",49.6
"Jordana Codio","Texas Longhorns",49.6
"Morgan Tompkins","Marist Red Foxes",49.6
"Georgia Cox","Eastern Illinois Panthers",49.6
"Kamryn Mafua","California Golden Bears",49.6
"Kennadi Archibald","Sacramento State Hornets",49.6
"Jean Chiu","Washington State Cougars",49.6
"Gabriella Kelley","Pennsylvania Quakers",49.6
"Logann Alvar","Wyoming Cowgirls",49.6
"Raven LeXander","Stetson Hatters",49.6
"Riley Wright","St. Thomas-Minnesota Tommies",49.5
"Sarah Hammack Fitzgerald","Old Dominion Monarchs",49.5
"Jayda Johnston","Eastern Illinois Panthers",49.5
"Jada Harrison","Middle Tennessee Blue Raiders",49.5
"Samia Greene","Northeastern Huskies",49.5
"Alice Dart","Washington State Cougars",49.5
"LaNiya Scales","North Carolina Central Eagles",49.5
"Rebecca Dwomoh","Robert Morris Colonials",49.4
"Kaia Ponder","Kansas City Roos",49.4
"Kylie Favours","Lafayette Leopards",49.4
"Alexis Parker","UTSA Roadrunners",49.4
"Katie Hurt","Lehigh Mountain Hawks",49.4
"Jasmine Timmerson","Davidson Wildcats",49.4
"Noga Haran","Stetson Hatters",49.4
"Sophia Rueppell","Kennesaw State Owls",49.4
"Mia Galbraith","Texas State Bobcats",49.4
"Samiana Suguturaga","Utah State Aggies",49.4
"Chelsea Bishop","Eastern Michigan Eagles",49.4
"Adiana Pacheco","Marshall Thundering Herd",49.3
"Kailyn Farrell","Chattanooga Mocs",49.3
"Hilke Feldrappe","Missouri Tigers",49.3
"Sydney Barker","North Carolina Tar Heels",49.3
"Sara Deidda","Wofford Terriers",49.3
"Saran Moschella","Navy Midshipmen",49.3
"Mataeya Mathern","North Dakota Fighting Hawks",49.3
"Genesis Harris","Tennessee State Lady Tigers",49.3
"JoJo Nworie","Colorado Buffaloes",49.2
"Faith Pappas","Sacred Heart Pioneers",49.2
"Dara Capaldi","Eastern Michigan Eagles",49.2
"Asa Snyder","Furman Paladins",49.2
"Anna Csenyi","New Mexico State Aggies",49.2
"Kenya Ramsey","UMBC Retrievers",49.2
"Shelby Bowman","Western Illinois Leathernecks",49.2
"Audrey Annee","Army Black Knights",49.2
"Arianna Durrell","Jackson State Lady Tigers",49.2
"Hilary Englert","Furman Paladins",49.2
"Josie Grosdidier","Colorado Christian Cougars",49.2
"Xyllize Harrison","Southern Jaguars",49.1
"Lucy Lynn","Yale Bulldogs",49.1
"Maddy Saracco","Tennessee Tech Golden Eagles",49.1
"Grace Lomen","Milwaukee Panthers",49.1
"Payton Dunbar","Virginia Cavaliers",49.1
"Zahra King","California Golden Bears",49.1
"Dejah Jenkins","Merrimack Warriors",49
"Adebukola Akomolafe","VCU Rams",49
"Valentyna Kadlecova","Indiana Hoosiers",49
"Anna Rodgers","Bellarmine Knights",49
"Heather Middleton","Mount St. Mary's Mountaineers",49
"Mary Ferrito","UNC Wilmington Seahawks",48.9
"Cristina Garcia","Loyola Maryland Greyhounds",48.9
"Lauren Rust","Pittsburgh Panthers",48.9
"Maya Robinson","Charleston Southern Buccaneers",48.9
"Tylie Jones","New Mexico State Aggies",48.9
"Sheyene Neale","Bradley Braves",48.9
"Hilary Behrens","South Dakota State Jackrabbits",48.9
"Fatou Sane","Duquesne Dukes",48.9
"Mackenzie Marenchin","Idaho State Bengals",48.9
"Kimora Smith","South Carolina State Lady Bulldogs",48.9
"Momina Kassim","Northwestern State Lady Demons",48.9
"Taylor Norris","Chicago State Cougars",48.8
"Ella Riggs","Purdue Fort Wayne Mastodons",48.8
"Shelomi Sanders","Alabama A&M Bulldogs",48.8
"Genevive Wedemeyer","UAB Blazers",48.8
"Anya McKenzie","Tarleton State Texans",48.8
"Lucija Banovic","Dartmouth Big Green",48.8
"Addison Klosterbuer","South Dakota Coyotes",48.8
"Kristen Kelley","Merrimack Warriors",48.8
"Emma Lytle","Air Force Falcons",48.8
"Kianni Westbrook","Tulane Green Wave",48.7
"Mary McGrath","Lindenwood Lions",48.7
"Aubrie Kierscht","South Carolina Upstate Spartans",48.7
"Jaidyn Koerdt","Coastal Carolina Chanticleers",48.7
"Avary Cain","UCLA Bruins",48.7
"Aarionna Redman","Marshall Thundering Herd",48.6
"Laila Acox","Radford Highlanders",48.6
"Josee Steadman","Boise State Broncos",48.6
"Paris Miller","Nicholls Colonels",48.6
"Jenesis Hill","Norfolk State Spartans",48.6
"Irene Noya Catoira","Illinois Fighting Illini",48.6
"Tayla Thomas","Northwestern Wildcats",48.6
"Ariana Williams","Penn State Lady Lions",48.6
"Vivien Nejasmic","Xavier Musketeers",48.6
"Maya Anderson","Detroit Mercy Titans",48.6
"Kimora Lopez","Morgan State Lady Bears",48.6
"Raneem ElBarky","Wagner Seahawks",48.5
"Khalis Whiting","Stony Brook Seawolves",48.5
"Dallas Pierce","Massachusetts Minutewomen",48.5
"Kellyn Preira","Monmouth Hawks",48.5
"Nyla Allen","Alabama A&M Bulldogs",48.5
"Claudia Jimenez","Manhattan Jaspers",48.5
"Caitlin Washington","Bradley Braves",48.5
"Teagan Colvin","UNLV Lady Rebels",48.5
"Zya Nugent","West Virginia Mountaineers",48.4
"Grace Munt","Holy Cross Crusaders",48.4
"Emily Montes","Columbia Lions",48.4
"Dacia Lewandowski","Youngstown State Penguins",48.4
"Hailey Smith","Ball State Cardinals",48.4
"Emma West","William & Mary Tribe",48.4
"Shaelyn Steele","Penn State Lady Lions",48.4
"Denver Anderson","Southern Utah Thunderbirds",48.4
"Grace Billington","Murray State Racers",48.4
"Bradyn Griffin","North Carolina Central Eagles",48.4
"Laila Lewis","North Carolina Central Eagles",48.4
"Siena Guttadauro","UTSA Roadrunners",48.3
"Emma Lucio","UTSA Roadrunners",48.3
"Genna Wienecke","Cal State Fullerton Titans",48.3
"Kaylen Reed","Western Illinois Leathernecks",48.3
"Tia Shelling","Western Kentucky Lady Toppers",48.3
"Jaelyn Brown","Longwood Lancers",48.3
"Ariana Perry","South Carolina State Lady Bulldogs",48.3
"Tristan Spearman","Southeast Missouri State Redhawks",48.3
"Stella Gougoufkas","Holy Cross Crusaders",48.3
"Laney Amundsen","Fresno State Bulldogs",48.2
"Avery Watkins","Fresno State Bulldogs",48.2
"Jada Brown","Vanderbilt Commodores",48.2
"Faith Okorie","George Mason Patriots",48.2
"Ayanna Jackson","UNC Greensboro Spartans",48.2
"Chanteese Craig","Detroit Mercy Titans",48.2
"Courtney Davis","Charleston Southern Buccaneers",48.2
"Leah Brooks","Alabama Crimson Tide",48.2
"Amy Thompson","South Florida Bulls",48.2
"Tiffany Barbosa","Portland Pilots",48.2
"Sarah Cernugel","Notre Dame Fighting Irish",48.1
"Hanna Knoll","Mercer Bears",48.1
"Reniya Jones","Radford Highlanders",48.1
"Hanna Miller","Arizona State Sun Devils",48.1
"Alie Bisballe","Wisconsin Badgers",48.1
"Aryelle Stevens","Marquette Golden Eagles",48.1
"Lexi Sepulveda","Southern Indiana Screaming Eagles",48.1
"Taylor Scohy","UT Martin Skyhawks",48.1
"Jennesse Byrd","South Carolina State Lady Bulldogs",48.1
"Morgan Moseley","East Carolina Pirates",48
"Mary Hollensteiner","Harvard Crimson",48
"Danijela Kujovic","Hawai'i Rainbow Wahine",48
"Paris Santacaterina","San Diego Toreros",48
"Zayla Tinner","Grambling Lady Tigers",47.9
"Emma Arca","Stonehill Skyhawks",47.9
"Adriana Arroyo","Eastern Illinois Panthers",47.9
"Riley Black","West Georgia Wolves",47.9
"Piper Risdon","Vermont Catamounts",47.9
"Marie Kenembeni","Old Dominion Monarchs",47.9
"Makeili Ika","Utah Tech Trailblazers",47.9
"Ramani Parker","Seton Hall Pirates",47.8
"Lex Therien","Loyola Maryland Greyhounds",47.8
"Emma Dasovich","New Mexico State Aggies",47.8
"Diora Ressaissi","La Salle Explorers",47.8
"Daria Shishkina","Merrimack Warriors",47.8
"Eva Bradshaw","Stetson Hatters",47.8
"Knisha Godfrey","TCU Horned Frogs",47.7
"Allie McGinn","Fairleigh Dickinson Knights",47.7
"Katy Wade","Bradley Braves",47.7
"Daniela Abies","Miami Hurricanes",47.7
"Amaya Evans","Iona Gaels",47.7
"Jaida Brooks","UC Irvine Anteaters",47.7
"Emmie Streams","Maine Black Bears",47.7
"Caydence Hadley","Towson Tigers",47.7
"Shakirah Edwards","Mississippi State Bulldogs",47.7
"Amanda Ajobiewe","Georgetown Hoyas",47.7
"Alayna Kraus","Oral Roberts Golden Eagles",47.7
"Laura Molnarova","James Madison Dukes",47.7
"Quinn Eubank","Belmont Bruins",47.7
"Paula Reus Piza","Loyola Marymount Lions",47.6
"Madison French","Northern Kentucky Norse",47.6
"Jermesha Frierson","Northwestern State Lady Demons",47.6
"Kat Righeimer","Northwestern Wildcats",47.6
"Janeya Grant","St. John's Red Storm",47.6
"Kasey Bretones","Massachusetts Minutewomen",47.6
"Aurore Eyango","St. Bonaventure Bonnies",47.6
"Daria Shelby","Omaha Mavericks",47.6
"Elli Guiney","UNLV Lady Rebels",47.6
"Keona McGee","Chicago State Cougars",47.6
"Kassandra Martinez","University of The Southwest Mustangs",47.6
"Nika Kurdija","Vermont Catamounts",47.5
"Priscila Varela","Idaho State Bengals",47.5
"Malaya LeSueur","Fresno State Bulldogs",47.5
"Olivia Medford","High Point Panthers",47.5
"Anaisha Carriere","Mississippi State Bulldogs",47.5
"Jordyn Poole","Purdue Boilermakers",47.5
"Kendra Hicks","Nevada Wolf Pack",47.5
"Jade Blagrove","St. John's Red Storm",47.4
"ZaNiya Nelson","Eastern Michigan Eagles",47.4
"Cameron Dill","Lamar Cardinals",47.4
"Kaliyah Dillard","San José State Spartans",47.4
"Naia Tanuvasa","BYU Cougars",47.4
"Carla Subirats","UMass Lowell River Hawks",47.4
"Aaliyah Holmes","Morehead State Eagles",47.4
"Ellie Foster","Northern Iowa Panthers",47.3
"Denika Lightbourne","Dayton Flyers",47.3
"Kennedy Brandt","Rutgers Scarlet Knights",47.3
"Briyanna Sapp","Davis & Elkins Senators",47.3
"Ndate Ndiaye","Florida International Panthers",47.3
"Piper Engelby","NJIT Highlanders",47.3
"Maya Bokunewicz","Rice Owls",47.2
"Amiya Jenkins","Pittsburgh Panthers",47.2
"Nia Young","Charlotte 49ers",47.2
"Alex Moses","Canisius Golden Griffins",47.2
"Gabby Harris","Santa Clara Broncos",47.2
"Marta Morales Romero","VCU Rams",47.1
"Marissa Hargrave","Air Force Falcons",47.1
"Solangelei Akridge","Alabama State Lady Hornets",47.1
"Kaya Weiskopf","Central Connecticut Blue Devils",47.1
"Bre'Aria Cannon","Eastern Kentucky Colonels",47.1
"Christabel Osarobo","Gonzaga Bulldogs",47.1
"Alonna Poole","James Madison Dukes",47.1
"Aja Austin","Ohio Bobcats",47
"Ashley Iiams","Drake Bulldogs",47
"Colbi Maples","Cleveland State Vikings",47
"Reagan Barkema","Northern Illinois Huskies",47
"TT Hill-Brown","UC Riverside Highlanders",47
"Miya Giles-Jones","Fordham Rams",47
"Olivia Delancy","Florida A&M Rattlers",47
"Rian Forestier","USC Trojans",47
"Mia Hammonds","UTSA Roadrunners",47
"Audrey Chen","Cornell Big Red",47
"Brooke Jarvis","Marist Red Foxes",47
"Cassandra Hawthorne","Bethune-Cookman Wildcats",46.9
"Simone Morris","Robert Morris Colonials",46.9
"Aina Roque Sucarrats","New Hampshire Wildcats",46.9
"Nicole Melious","Seton Hall Pirates",46.9
"Taylor Meyners","UT Rio Grande Valley Vaqueros",46.9
"Meena Tate","Dartmouth Big Green",46.9
"Olivia Smith","Ball State Cardinals",46.9
"Jemma Amoore","Sacramento State Hornets",46.9
"Mecca Alexander","San José State Spartans",46.9
"Shanaii Gamble","Long Island University Sharks",46.9
"Kiana Wilson","Southern Jaguars",46.9
"Filipa Barros","California Baptist Lancers",46.8
"Aspen Caldwell","Utah Valley Wolverines",46.8
"Jayda Pinder","Furman Paladins",46.8
"Nya Bostic","Florida A&M Rattlers",46.8
"Makayla Minshall","UC Riverside Highlanders",46.8
"Corniya Clay","Canisius Golden Griffins",46.8
"Satori Griffin","Central Michigan Chippewas",46.8
"Sydney Roundtree","Air Force Falcons",46.8
"Maria Andorinho","Saint Peter's Peacocks",46.8
"Macy Wike","South Carolina Upstate Spartans",46.7
"Skyler Volmer","North Dakota Fighting Hawks",46.7
"Hailey Long","California Baptist Lancers",46.7
"Adrianna Gonzalez","Iona Gaels",46.7
"Arial Ford","New Orleans Privateers",46.7
"Laney Bone","UNC Asheville Bulldogs",46.6
"Rakisha Ballinger","Jackson State Lady Tigers",46.6
"Mackenzie Curtis","Idaho Vandals",46.6
"Chariot Johnson","Bethune-Cookman Wildcats",46.6
"Olivia Anderson","Washington Huskies",46.6
"Jill Jekot","Penn State Lady Lions",46.6
"Gabbie Grooms","Georgia Tech Yellow Jackets",46.6
"Gwendlyn McGrew","North Texas Mean Green",46.6
"Kristiana Kulackovska","Bowling Green Falcons",46.6
"Tasha Lima","UMass Lowell River Hawks",46.5
"Payton Muma","Wyoming Cowgirls",46.5
"Lanae Riley","Akron Zips",46.5
"Hailee Brennen","Charleston Southern Buccaneers",46.5
"Favor Ayodele","Tennessee Lady Volunteers",46.5
"Adout Ring","Presbyterian Blue Hose",46.5
"Perina Lieme","Little Rock Trojans",46.5
"McKenna Rife","Marist Red Foxes",46.4
"Cia Eklof","Rhode Island Rams",46.4
"Alexis Black","VCU Rams",46.4
"Maryn Archer","Arkansas Razorbacks",46.4
"Alyssa Lewis","Queens University Royals",46.4
"Kennedy Klick","Minnesota Golden Gophers",46.4
"Jaidyn Elam","Oakland Golden Grizzlies",46.4
"Grace John","Sacred Heart Pioneers",46.4
