player,team,conf,pos,g,mpg,ppg,rpg,apg,spg,bpg,ts,efg,tpar,team_z,sos_z,opp_z_w,rating_raw,rating
Chandler Prater,Mississippi State Bulldogs,SEC,Forward,34,22.934803921568626,6.352941176470588,4.235294117647059,1.5294117647058822,0.8529411764705882,0.3235294117647059,0.5205320994794679,0.47354497354497355,0.30687830687830686,1.4778708211798943,1.607417726609531,0,78.27306377404855,78
Sussy Ngulefac,Rice Owls,AAC,Center,27,23.910493827160494,7.666666666666667,5.666666666666667,0.5185185185185185,0.4074074074074074,1,0.5813300381936644,0.5906040268456376,0,0.8229463438124645,0.5592527795633824,0,78.26312728722961,78
Ja Harvey,Omaha Mavericks,Summit League,Guard,31,24.531182795698925,12.129032258064516,2.5806451612903225,2.064516129032258,1.6129032258064515,0.22580645161290322,0.5165970542976478,0.4613003095975232,0.21052631578947367,0.34880134684885544,0.019417339542377843,0,78.25319510503938,78
Cali Clark,San Diego State Aztecs,Mountain West,Center,31,21.120430107526882,7.032258064516129,7.903225806451613,1.096774193548387,1.1612903225806452,1.1935483870967742,0.5729604709840201,0.5352941176470588,0.12941176470588237,0.8185804326853607,0.041578851372731804,0,78.24326722723455,78
Vernell Atamah,Northwestern State Lady Demons,Southland,Forward,31,31.22150537634409,14,6.838709677419355,1.2580645161290323,1.1290322580645162,0.5483870967741935,0.5174058178350024,0.45555555555555555,0.30277777777777776,0.4847455913383698,-0.4794820843981373,0,78.2333436535717,78
Brooke Carlson,Colorado State Rams,Mountain West,Guard,29,21.104597701149423,7.620689655172414,1.5862068965517242,2.793103448275862,1.3793103448275863,0.2413793103448276,0.4860133708655876,0.40860215053763443,0.2903225806451613,0.887448672688939,0.18440629854199805,0,78.22342438380733,78
Andrea Daley,Boston College Eagles,ACC,Guard,33,22.582323232323233,8.242424242424242,5.7272727272727275,1.8181818181818181,1.0909090909090908,0.18181818181818182,0.46773971660475994,0.423828125,0.1953125,1.084598215402833,1.4886354643578934,0,78.2135094176979,78
Erika Porter,Bowling Green Falcons,MAC,Center,30,22.671666666666667,10.533333333333333,5.6,0.9666666666666667,0.7,0.5,0.5902570233114166,0.5688888888888889,0,0.7254079221900825,0.09495946286143332,0,78.20359875499976,78
Keanna Rembert,Charlotte 49ers,AAC,Center,31,24.891935483870967,10.741935483870968,5.709677419354839,0.7419354838709677,0.8064516129032258,0.3225806451612903,0.5458300550747442,0.4704724409448819,0.05905511811023622,0.3673352231879539,0.2509278544978456,0,78.19369239546917,78
Taylor Smith,Weber State Wildcats,Big Sky,Center,28,28.248809523809523,11.964285714285714,5.571428571428571,2.2857142857142856,1.1785714285714286,1.25,0.48276458381369614,0.4258064516129032,0.15161290322580645,0.38567378280573994,-0.1552192020253783,0,78.18379033886237,78
Courtney Ogden,Stanford Cardinal,ACC,Guard,30,19.147222222222222,6.1,2.966666666666667,1.3666666666666667,0.4666666666666667,0.03333333333333333,0.5415482954545454,0.5194805194805194,0.23376623376623376,1.2523078161140868,1.6248092303151704,0,78.17389258493546,78
Khamari Mitchell-Steen,Florida Gulf Coast Eagles,ASUN,Guard,31,22.530645161290323,9.548387096774194,2.7096774193548385,1.6451612903225807,1.8709677419354838,0.2903225806451613,0.5275163957798689,0.4704641350210971,0.3670886075949367,1.0419070422071346,-0.5249580319245731,0,78.16399913344446,78
Callin Hake,Nebraska Cornhuskers,Big Ten,Guard,33,24.67727272727273,6.363636363636363,2.9696969696969697,3.090909090909091,1.2727272727272727,0.030303030303030304,0.4828918322295806,0.4512820512820513,0.558974358974359,1.4191197821502697,1.823924856449676,0,78.15410998414539,78
Bella Nascimento,William & Mary Tribe,CAA,Guard,24,30.92361111111111,16.791666666666668,4,1.625,1.5416666666666667,0.08333333333333333,0.46245295143670245,0.4362745098039216,0.37254901960784315,0.2103979615882815,-0.10149419174133632,0,78.1442251367941,78
Sa'Mya Wyatt,Austin Peay Governors,ASUN,Center,31,32.369354838709675,12.838709677419354,5.612903225806452,0.8064516129032258,0.7741935483870968,0.4838709677419355,0.5937462704379998,0.5692567567567568,0.033783783783783786,0.3230528779118773,-0.20395887769298435,0,78.13434459114642,78
Loyal McQueen,Clemson Tigers,ACC,Guard,30,33.14333333333333,13.333333333333334,2.966666666666667,4.933333333333334,0.6,0,0.49227133996258743,0.4271708683473389,0.047619047619047616,1.1719468847772418,1.7819262420801605,0,78.12446834695805,78
Claire O'Connor,Gonzaga Bulldogs,WCC,Guard,34,23.174019607843135,7.470588235294118,3.3823529411764706,1.2058823529411764,0.8823529411764706,0.14705882352941177,0.5570175438596491,0.5339805825242718,0.5631067961165048,0.9127006607004937,0.5716775394693511,0,78.11459640398468,78
Katie Beyer,Valparaiso Beacons,MVC,Guard,28,18.59047619047619,7,3.25,0.75,0.7857142857142857,0.39285714285714285,0.511482254697286,0.47988505747126436,0.3505747126436782,0.47677346748691674,0.00443575231650613,0,78.10472876198186,78
Olivia McGhee,Virginia Cavaliers,ACC,Guard,32,26.81458333333333,7.46875,2.375,0.96875,0.8125,0.34375,0.5024386141944164,0.49356223175965663,0.6437768240343348,1.0986037850765131,1.362667061567824,0,78.09486542070509,78
Raven Preston,Elon Phoenix,CAA,Forward,22,31.93257575757576,12.909090909090908,8.136363636363637,1.5909090909090908,2,0.45454545454545453,0.4547201229665685,0.41605839416058393,0.27007299270072993,0.38209725436801856,-0.1343516015916482,0,78.08500637990979,78
Jo Langbehn,St. Thomas-Minnesota Tommies,Summit League,Center,30,24.569444444444446,15.3,5.3,1.2666666666666666,0.9333333333333333,0.3,0.6629882135428703,0.6351351351351351,0.013513513513513514,0.5224973502993306,-0.33313982944244963,0,78.07515163935129,78
Bella Finnegan,Indiana State Sycamores,MVC,Guard,29,22.78735632183908,9.793103448275861,2.2413793103448274,0.7931034482758621,0.8275862068965517,0.3448275862068966,0.4616384915474642,0.43103448275862066,0.5172413793103449,0.2542378598000836,0.31661503499618515,0,78.06530119878485,78
Jaleesa Molina,Temple Owls,AAC,Center,27,25.60493827160494,7.37037037037037,7.148148148148148,0.8518518518518519,1.4444444444444444,0.48148148148148145,0.5622739602169982,0.5397350993377483,0.052980132450331126,0.9293557920625332,0.6460609983544514,0,78.05545505796566,78
Yulia Grabovskaia,Michigan Wolverines,Big Ten,Center,34,13.396078431372548,5.147058823529412,3.9411764705882355,0.5294117647058824,0.7352941176470589,0.47058823529411764,0.5068350324374421,0.4797297297297297,0,1.6326371349670803,2.068348557574737,0,78.0456132166488,78
Kyla Deck,North Texas Mean Green,AAC,Guard,30,26.50111111111111,8.9,2.7333333333333334,1.6333333333333333,1.7333333333333334,0.13333333333333333,0.5096976175931582,0.45475113122171945,0.3891402714932127,0.8833393642000141,0.10803515627732076,0,78.0357756745893,78
Kennedy Basham,Arizona State Sun Devils,B12,Center,32,22.366666666666667,5.65625,6.53125,0.78125,0.28125,2.59375,0.490249187432286,0.4423076923076923,0.07051282051282051,0.8529791919868706,1.5406618027344208,0,78.02594243154212,78
Tess Myers,Wisconsin Badgers,Big Ten,Guard,29,28.08103448275862,7.241379310344827,1.6896551724137931,1.1724137931034482,0.4482758620689655,0.034482758620689655,0.5008586147681741,0.4975845410628019,0.8260869565217391,0.9378010911406979,1.7761641294075792,0,78.01611348726209,78
Zyion Shannon,Arkansas State Red Wolves,Sun Belt,Guard,31,23.448924731182796,10.580645161290322,2.6129032258064515,1.5806451612903225,2.032258064516129,0.1935483870967742,0.5337846634552792,0.4811320754716981,0.4867924528301887,0.7081840235088372,-0.027620242658333925,0,78.00628884150402,78
Sophie Hart,Minnesota Golden Gophers,Big Ten,Center,33,21.658080808080808,9.090909090909092,4.303030303030303,1.3333333333333333,0.36363636363636365,0.15151515151515152,0.5201831044527674,0.5077519379844961,0,1.4083852182655796,1.2598948277156725,0,77.9964684940226,78
Salese Blow,Wichita State Shockers,AAC,Guard,31,30.565591397849456,11.935483870967742,2.870967741935484,1.7096774193548387,1.096774193548387,0.06451612903225806,0.45450078616352196,0.40308988764044945,0.36235955056179775,0.5787629172764656,0.5743147220756285,0,77.98665244457246,78
Elsa Lemmila,Ohio State Buckeyes,Big Ten,Center,33,15.095959595959597,4,4.696969696969697,0.8181818181818182,0.6363636363636364,1.8181818181818181,0.5610336620197212,0.510752688172043,0.0967741935483871,1.6917006656839237,1.8096053963323875,0,77.976840692908155,78
Tierra Simon,Saint Louis Billikens,A10,Forward,34,28.16764705882353,8.294117647058824,8.382352941176471,0.9117647058823529,1.088235294117647,0.9411764705882353,0.5282481642439681,0.47890295358649787,0.20253164556962025,0.5060914678339783,0.5143723471252887,0,77.96703323878413,78
Malia Fisher,Rice Owls,AAC,Forward,27,22.705555555555552,9.407407407407407,4.703703703703703,1.7407407407407407,1.1111111111111112,0.8888888888888888,0.49555174028406435,0.46875,0.2,0.8229463438124645,0.5592527795633824,0,77.95723008195478,78
Cameron Thomas,Stetson Hatters,ASUN,Guard,31,30.82795698924732,17.096774193548388,4.709677419354839,0.8709677419354839,0.9354838709677419,0.25806451612903225,0.632216814581544,0.590782122905028,0.4860335195530726,0.2406085594886779,-0.7773238203798908,0,77.94743122217442,78
Kristin Williams,Coastal Carolina Chanticleers,Sun Belt,Guard,31,28.073118279569893,10.709677419354838,2.193548387096774,1.903225806451613,1.064516129032258,0.06451612903225806,0.48606230967439684,0.46636085626911317,0.7339449541284404,0.7884315263705763,-0.23528066954261534,0,77.93763665919727,78
Taliyah Parker,Texas A&M Aggies,SEC,Guard,29,13.14655172413793,3.896551724137931,1.7586206896551724,0.8620689655172413,0.7586206896551724,0.3793103448275862,0.44099281923197003,0.4279661016949153,0.3898305084745763,0.9395307691443452,1.947421436503057,0,77.92784639277748,78
Reigan Richardson,Duke Blue Devils,ACC,Forward,37,27.779729729729727,9.675675675675675,2.7837837837837838,2.4054054054054053,0.8378378378378378,0.2702702702702703,0.45700571895424835,0.4353099730458221,0.3261455525606469,1.888373998893519,2.2872977628900024,0,77.91806042266911,78
Ariana Vanderhoop,St. John's Red Storm,Big East,Guard,31,16.66021505376344,4.741935483870968,1.935483870967742,0.7741935483870968,0.4838709677419355,0,0.5178974069898535,0.5,0.4925373134328358,1.056781999769272,1.0547729062638256,0,77.90827874862617,78
Kayla Blackshear,Georgia Tech Yellow Jackets,ACC,Center,33,23.99949494949495,6.03030303030303,5.606060606060606,1.121212121212121,0.8181818181818182,0.42424242424242425,0.5080678104575164,0.48055555555555557,0.016666666666666666,1.5039533632844224,1.6164770567100917,0,77.89850137040254,78
Annika Shah,Cal Poly Mustangs,Big West,Guard,29,33.304597701149426,13.379310344827585,2.4827586206896552,2.413793103448276,0.8620689655172413,0,0.5258592648812751,0.4957142857142857,0.5428571428571428,0.3425488058611145,-0.218223483344872,0,77.88872828775207,78
Alancia Ramsey,Coastal Carolina Chanticleers,Sun Belt,Center,31,25.74462365591398,12.483870967741936,6.483870967741935,1.1290322580645162,1.032258064516129,0.16129032258064516,0.6124968346416814,0.5946969696969697,0.14772727272727273,0.7884315263705763,-0.23528066954261534,0,77.8789595004285,78
Anna Walker,Tennessee Tech Golden Eagles,OVC,Forward,32,26.274479166666666,9.8125,6.34375,0.46875,1.0625,1.65625,0.548951048951049,0.5132575757575758,0.3409090909090909,0.7245338563875653,-0.32282688204292254,0,77.8691950081855,78
Jaida McCloud,UIC Flames,MVC,Center,27,23.53395061728395,7.777777777777778,5.222222222222222,1.0740740740740742,1.037037037037037,0.5925925925925926,0.6082020389249305,0.5878378378378378,0.14864864864864866,0.7593739175441409,0.21241045772203604,0,77.85943481077665,78
Jasmine Kondrakiewicz,Green Bay Phoenix,Horizon,Center,34,22.755392156862747,8.411764705882353,6.588235294117647,1.4411764705882353,1.4411764705882353,0.7941176470588235,0.544305724725944,0.4955357142857143,0.08928571428571429,0.9591779016793353,-0.0621330146662728,0,77.84967890795546,78
Kourtney Grossman,Eastern Washington Eagles,Big Sky,Guard,30,28.29722222222222,10.266666666666667,10.1,0.8333333333333334,1.3333333333333333,0.3333333333333333,0.4915730337078652,0.45104895104895104,0.3356643356643357,0.4831810809824383,-0.04324858701772068,0,77.83992729947538,78
Anissa Rivera,Temple Owls,AAC,Forward,27,24.098765432098762,8.074074074074074,5.481481481481482,1.4074074074074074,1.7037037037037037,1.0740740740740742,0.46147332768839966,0.41509433962264153,0.2641509433962264,0.9293557920625332,0.6460609983544514,0,77.83017998508973,78
Brooklyn Gray,Saint Louis Billikens,A10,Guard,34,27.50980392156863,12.176470588235293,3.8529411764705883,2,1.411764705882353,0.11764705882352941,0.5225161550888531,0.4382716049382716,0.21296296296296297,0.5060914678339783,0.5143723471252887,0,77.82043696455179,78
Taina Mair,Duke Blue Devils,ACC,Guard,37,24.977027027027027,6.72972972972973,3.027027027027027,3.6216216216216215,1.4864864864864864,0.16216216216216217,0.4939692112363117,0.4857142857142857,0.3673469387755102,1.888373998893519,2.2872977628900024,0,77.81069823761473,78
Evangelia Paulk,Wofford Terriers,SoCon,Guard,29,33.19942528735632,12.827586206896552,8.413793103448276,1.8620689655172413,3.2758620689655173,0.41379310344827586,0.48493064970278443,0.43529411764705883,0.3941176470588235,0.549163649947368,-0.6313447443643969,0,77.80096380403168,78
Ella Wanzer,Delaware Blue Hens,CAA,Guard,21,29.28968253968254,9.714285714285714,2.0476190476190474,0.9523809523809523,1.8095238095238095,0.47619047619047616,0.617134559535334,0.609375,0.8375,0.4458932107810063,-0.3340841874341799,0,77.79123366355567,78
Teresa Seppala,Siena Saints,MAAC,Guard,29,33.970689655172414,15.344827586206897,5.827586206896552,2.2413793103448274,1.5862068965517242,0.5172413793103449,0.591629440544565,0.5212765957446809,0.41641337386018235,0.3450908084976023,-0.5937421856021439,0,77.78150781593962,78
Peyton Carter,Tennessee Tech Golden Eagles,OVC,Guard,32,37.87083333333333,11.53125,4.75,3.71875,1.65625,0.3125,0.5872803666921314,0.5345454545454545,0.7745454545454545,0.7245338563875653,-0.32282688204292254,0,77.77178626093641,78
Morgan Callahan,North Carolina Central Eagles,MEAC,Center,27,35.169135802469135,12.851851851851851,8.037037037037036,1.6666666666666667,1.2962962962962963,1.5555555555555556,0.4628641553729591,0.4342105263157895,0.009868421052631578,-0.12961497318430923,-0.2174616403989131,0,77.76206899829882,78
Emani Jenkins,Troy Trojans,Sun Belt,Guard,34,14.263235294117647,7.117647058823529,2.323529411764706,0.5,0.5882352941176471,0.17647058823529413,0.5231753718436527,0.5154867256637168,0.7168141592920354,0.8785490028896566,0.15919016081012027,0,77.75235602777956,78
Caroline Strande,Butler Bulldogs,Big East,Guard,33,10.166666666666666,5.03030303030303,1.3636363636363635,0.6060606060606061,0.21212121212121213,0.09090909090909091,0.5937052932761087,0.5375,0.45,0.820215424659574,1.071301809866915,0,77.74264734913123,78
Catarina Ferreira,Oregon State Beavers,WCC,Guard,34,29.812254901960788,9.676470588235293,7.147058823529412,2.0294117647058822,1.6764705882352942,0.2647058823529412,0.4936382187012363,0.4125,0.32142857142857145,0.8059337857119555,0.7020813909470351,0,77.7329429621064,78
Stefanie Kulesza,Massachusetts Minutewomen,A10,Forward,32,31.2625,9.96875,6.6875,1.96875,2.0625,0.375,0.49837520309961253,0.45532646048109965,0.29553264604810997,0.7113781715194641,-0.14917235929296108,0,77.72324286645754,78
Kilah Freelon,Texas Tech Lady Raiders,B12,Center,35,19.345714285714287,4.371428571428571,4.257142857142857,0.9142857142857143,1.1142857142857143,0.7142857142857143,0.5935754189944135,0.5566037735849056,0.009433962264150943,1.1171318024683186,1.5807684301865927,0,77.71354706193699,78
Audia Young,Auburn Tigers,SEC,Guard,30,12.81,4.366666666666666,0.5333333333333333,0.4,0.43333333333333335,0,0.48924409919330747,0.45901639344262296,0.6065573770491803,1.2258123803758216,1.738751199446687,0,77.70385554829707,78
Natalija Marshall,Miami Hurricanes,ACC,Guard,28,21.313690476190477,6.321428571428571,4,0.6785714285714286,0.5714285714285714,0.5714285714285714,0.4978622862286229,0.46060606060606063,0.509090909090909,1.0302132876115417,1.6017036575122334,0,77.69416832529001,78
Gianna Aiello,Brown Bears,Ivy League,Center,24,19.40138888888889,7.541666666666667,6.416666666666667,1.1666666666666667,0.625,0.7916666666666666,0.6031724873367103,0.5702479338842975,0.024793388429752067,0.5221276953446389,0.09138377662531968,0,77.68448539266792,78
Jenna Johnson,Utah Utes,B12,Guard,29,27.029310344827586,7.931034482758621,4.413793103448276,2.8275862068965516,0.5862068965517241,0.27586206896551724,0.5173654849739068,0.5072815533980582,0.41262135922330095,1.5423282651795442,1.5959407231581986,0,77.67480675018288,78
Chae Harris,Fordham Rams,A10,Guard,29,22.64712643678161,9.03448275862069,2.793103448275862,1.3793103448275863,1.206896551724138,0.41379310344827586,0.42041078305519897,0.3833922261484099,0.43109540636042404,0.5460182804056365,0.04276449223282375,0,77.66513239758686,78
Skye Owen,St. John's Red Storm,Big East,Guard,31,24.36720430107527,7.451612903225806,2.096774193548387,1.5483870967741935,1.1290322580645162,0.22580645161290322,0.48717732411000503,0.45964125560538116,0.3632286995515695,1.056781999769272,1.0547729062638256,0,77.65546233463175,78
Mallory Brake,Creighton Bluejays,Big East,Center,32,20.619270833333335,5.0625,4.25,1.84375,1.53125,0.90625,0.5223110652566417,0.5070921985815603,0.10638297872340426,1.4306408416179346,1.7533357264906506,0,77.64579656106935,78
Veronica Sheffey,San Diego State Aztecs,Mountain West,Guard,31,30.598387096774193,10.774193548387096,3.096774193548387,2.870967741935484,1.4193548387096775,0.2903225806451613,0.5097680097680097,0.453125,0.13194444444444445,0.8185804326853607,0.041578851372731804,0,77.63613507665141,78
Meredith Mayes,Abilene Christian Wildcats,WAC,Center,33,26.24848484848485,10.212121212121213,6.666666666666667,1.2121212121212122,1.3636363636363635,1.0606060606060606,0.6119262056943637,0.6089743589743589,0.029914529914529916,0.7006261139371509,-0.7271127342101369,0,77.62647788112956,78
Jordan Marshall,Louisiana Tech Lady Techsters,CUSA,Center,31,31.418279569892476,11.67741935483871,8.67741935483871,1.032258064516129,0.7741935483870968,0.3225806451612903,0.49856765094755395,0.42931034482758623,0.16551724137931034,0.5570621487134868,-0.13340267749780785,0,77.6168249742554,78
Brooke Stonebraker,Northern Illinois Huskies,MAC,Center,29,29.20287356321839,10.758620689655173,6.344827586206897,0.5862068965517241,0.6896551724137931,0.8275862068965517,0.5370421371522996,0.5057471264367817,0.14942528735632185,0.34450172455280065,-0.3440322676621895,0,77.60717635578037,78
Laila Reynolds,Florida Gators,SEC,Center,36,26.376851851851857,9.333333333333334,3.25,2.2777777777777777,0.7777777777777778,0.8611111111111112,0.46460176991150437,0.4332298136645963,0.08695652173913043,1.27174424689524,1.818451538673928,0,77.5975320254559,78
Tyja Beans,Western Carolina Catamounts,SoCon,Center,30,31.34722222222222,12.433333333333334,8.1,1.4,1.0666666666666667,0.43333333333333335,0.598600590576454,0.5627240143369175,0.035842293906810034,0.29829572365015766,-0.9176698122535343,0,77.58789198303333,78
Marie Kiefer,Ball State Cardinals,MAC,Forward,32,29.610416666666662,7.3125,7.21875,1.8125,1.46875,1.8125,0.5718475073313783,0.5340909090909091,0.32386363636363635,1.050633103602021,0.2676223325355799,0,77.57825622826387,78
Alexus Mobley,Akron Zips,MAC,Guard,31,28.073118279569893,11.67741935483871,4.709677419354839,1.967741935483871,1.2580645161290323,0.45161290322580644,0.48808111314852765,0.45495495495495497,0.2702702702702703,0.2363680507076947,-0.4344156145875716,0,77.56862476089869,78
Zsofia Telegdy,Western Kentucky Lady Toppers,CUSA,Guard,30,27.551666666666666,8.233333333333333,4.766666666666667,2.033333333333333,0.5,0.6,0.503177966101695,0.49145299145299143,0.38461538461538464,0.8649311372686749,-0.13476409629897132,0,77.55899758068887,78
Sarah Linthacum,Missouri State Lady Bears,MVC,Center,31,25.121505376344086,10.935483870967742,5.967741935483871,1.5161290322580645,0.7096774193548387,0.16129032258064516,0.5265283300198806,0.5273972602739726,0,1.10470972873368,0.4592488942418919,0,77.54937468738541,78
Malea Williams,Florida State Seminoles,ACC,Guard,32,13.026041666666666,2.96875,3.96875,0.40625,0.375,0.5625,0.3910108659861706,0.3815789473684211,0.5350877192982456,1.650179001111128,1.752058284167248,0,77.5397560807392,78
Carla Brito,South Florida Bulls,AAC,Center,32,33.518229166666664,8.9375,8.21875,2.125,1.125,0.375,0.47319655857048315,0.4363295880149813,0.149812734082397,1.0340441975864658,1.0356005462025126,0,77.5301417605011,78
Lindsay Berger,Holy Cross Crusaders,Patriot,Center,30,26.602777777777778,11.633333333333333,5.5,1.7333333333333334,0.6333333333333333,0.8333333333333334,0.5695913304608956,0.5362318840579711,0.0036231884057971015,0.6092771555066279,-0.334371238779628,0,77.52053172642185,78
Molly Heard,Lipscomb Bisons,ASUN,Forward,29,27.975862068965515,12.96551724137931,4.517241379310345,1.5862068965517242,1.103448275862069,1.0689655172413792,0.5259035470515833,0.5,0.4054878048780488,0.4937865218175177,-0.7120546193342316,0,77.5109259782521,78
Anna LeMaster,Mount St. Mary's Mountaineers,MAAC,Guard,29,30.5,12.724137931034482,4.344827586206897,1.4482758620689655,1.1379310344827587,0.034482758620689655,0.5662983425414364,0.5220338983050847,0.6372881355932203,0.447490589491255,-0.4715357086694252,0,77.50132451574247,78
Cassandre Prosper,Notre Dame Fighting Irish,ACC,Forward,34,22.63578431372549,5.764705882352941,3.676470588235294,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.5300735612289053,0.5,0.2654320987654321,2.036814318070437,1.965896227809094,0,77.49172733864343,77
Adlee Blacklock,Texas Tech Lady Raiders,B12,Guard,35,10.195714285714287,4.171428571428572,1.6,0.37142857142857144,0.34285714285714286,0.02857142857142857,0.5092075892857142,0.4888888888888889,0.8148148148148148,1.1171318024683186,1.5807684301865927,0,77.4821344467054,77
Madi Morson,Central Michigan Chippewas,MAC,Forward,30,26.568888888888885,16.633333333333333,3.1666666666666665,1.1666666666666667,0.8,0.3,0.5158369169698974,0.47732426303854875,0.21315192743764172,0.5031758964848942,0.06974326812812898,0,77.47254583967874,77
Nhug Bosch Duran,California Baptist Lancers,WAC,Guard,30,27.314444444444447,9.933333333333334,2.3333333333333335,1.8666666666666667,0.7666666666666667,0.13333333333333333,0.5447499268792044,0.5161290322580645,0.6814516129032258,0.32193040517310323,0.09800782374017139,0,77.4629615173137,77
Antoniette Emma-Nnopu,Weber State Wildcats,Big Sky,Center,28,23.27440476190476,9.107142857142858,9.178571428571429,0.9642857142857143,1.2142857142857142,0.5,0.5107354590610479,0.45794392523364486,0.04672897196261682,0.38567378280573994,-0.1552192020253783,0,77.45338147936044,77
Tracey Bershers,UAB Blazers,AAC,Guard,30,17.418888888888887,6.3,3,1.6,0.3,0.36666666666666664,0.6261595547309834,0.6153846153846154,0.7902097902097902,0.5813956554621457,0.02190617730121319,0,77.44380572556906,77
Kylie Marshall,SMU Mustangs,ACC,Guard,30,15.487222222222222,4.733333333333333,1.6333333333333333,0.4666666666666667,0.5333333333333333,0.1,0.45759216292858984,0.4463087248322148,0.6711409395973155,0.9073314096597268,1.4640485531667433,0,77.43423425568957,77
Jana El Alfy,UConn Huskies,Big East,Center,40,16.266666666666666,5,5.075,1,0.6,0.55,0.533845825325646,0.5274390243902439,0.024390243902439025,2.25373778543095,1.9398922039223196,0,77.4246670694719,77
Donovyn Hunter,TCU Horned Frogs,B12,Guard,38,25.577192982456136,5.894736842105263,2.763157894736842,2.6315789473684212,1.105263157894737,0.2894736842105263,0.5466614603670441,0.5284974093264249,0.48704663212435234,1.778736753683608,1.6039355091313476,0,77.41510416666586,77
Lachelle Austin,Ball State Cardinals,MAC,Guard,32,33.041666666666664,10.0625,3.625,3.375,1.78125,0.15625,0.467479674796748,0.41368078175895767,0.5179153094462541,1.050633103602021,0.2676223325355799,0,77.40554554702123,77
Bronagh Power-Cassidy,Villanova Wildcats,Big East,Guard,35,24.92285714285714,5.257142857142857,2.3714285714285714,1.3428571428571427,0.5428571428571428,0.4857142857142857,0.5343866171003717,0.5301204819277109,0.4879518072289157,1.0898671601642396,1.6964127797684465,0,77.3959912102877,77
Hayley Harrison,Bellarmine Knights,ASUN,Guard,32,32.7875,14.71875,4.78125,2.40625,1.125,0.1875,0.5338683351468988,0.4602739726027397,0.3287671232876712,0.3719532725841498,-0.6381534377863092,0,77.38644115621486,77
Simaru Fields,Old Dominion Monarchs,Sun Belt,Guard,31,29.450537634408608,11.096774193548388,3.4838709677419355,2.193548387096774,1.064516129032258,0.3548387096774194,0.4228953579858379,0.41410256410256413,0.5,0.6943119601867332,0.1809141121002291,0,77.3768953845522,77
Cecilia Kay,American University Eagles,Patriot,Center,30,33.651666666666664,11.466666666666667,8.933333333333334,0.4,0.6666666666666666,1.4333333333333333,0.4717498628634119,0.43399339933993397,0.1716171617161716,-0.24286349650810962,-0.4792009858650751,0,77.36735389504916,77
Meloney Thames,UL Monroe Warhawks,Sun Belt,Guard,28,31.08095238095238,13.035714285714286,2.7142857142857144,1.7142857142857142,0.9642857142857143,0.42857142857142855,0.453844623495474,0.42027027027027025,0.5162162162162162,0.47205791402118125,-0.051258090154893216,0,77.35781668745508,77
Jalynn Bristow,Texas Tech Lady Raiders,B12,Guard,35,11.706190476190475,3.742857142857143,2.342857142857143,0.5428571428571428,0.42857142857142855,0.2857142857142857,0.5302784974093264,0.48623853211009177,0.43119266055045874,1.1171318024683186,1.5807684301865927,0,77.34828376151924,77
Kambree Barber,BYU Cougars,B12,Guard,27,15.626543209876544,3.8518518518518516,4.111111111111111,0.5555555555555556,0.6666666666666666,0.48148148148148145,0.552956188855806,0.5229885057471264,0.39080459770114945,1.0150604961964842,1.4975705047876806,0,77.33875511699078,77
TK Pitts,SMU Mustangs,ACC,Forward,30,26.975555555555555,6.333333333333333,4.866666666666666,1.6333333333333333,2.3,0.5,0.508892221984144,0.4612903225806452,0.10967741935483871,0.9073314096597268,1.4640485531667433,0,77.32923075361883,77
Kemery Congdon,BYU Cougars,B12,Guard,27,29.144444444444442,8.925925925925926,2.074074074074074,2.3703703703703702,0.7037037037037037,0.25925925925925924,0.47040911930043716,0.464,0.532,1.0150604961964842,1.4975705047876806,0,77.3197106711524,77
Anna Lutz,Milwaukee Panthers,Horizon,Forward,30,26.297777777777775,11,5.2,1.2666666666666666,0.6666666666666666,1,0.5138906191603339,0.4864864864864865,0.36824324324324326,0.23235937664399656,-0.11063989112397833,0,77.31019486934039,77
Callie Genke,Green Bay Phoenix,Horizon,Guard,34,26.10441176470588,8.794117647058824,1.9705882352941178,1.411764705882353,0.35294117647058826,0.20588235294117646,0.6659836065573771,0.6383495145631068,0.6893203883495146,0.9591779016793353,-0.0621330146662728,0,77.30068334793167,77
Halle Idowu,Northern Kentucky Norse,Horizon,Center,32,26.623958333333334,12.03125,5.875,1.71875,0.75,0.46875,0.5267622591943958,0.5031152647975078,0.11838006230529595,0.382766179641817,-0.12728783962637016,0,77.29117610667498,77
Kendra Parra,Weber State Wildcats,Big Sky,Guard,28,29.519642857142856,11.928571428571429,3.5714285714285716,3.6785714285714284,1.0357142857142858,0.10714285714285714,0.5630478759271746,0.4715447154471545,0.5528455284552846,0.38567378280573994,-0.1552192020253783,0,77.28167314531902,77
Natalia Martinez,San Diego State Aztecs,Mountain West,Guard,31,22.46505376344086,7.612903225806452,2.032258064516129,1.4516129032258065,0.6129032258064516,0.1935483870967742,0.6223628691983123,0.5683229813664596,0.546583850931677,0.8185804326853607,0.041578851372731804,0,77.27217446361237,77
Liza Karlen,Notre Dame Fighting Irish,ACC,Forward,34,13.485784313725489,3.911764705882353,2.4705882352941178,1.0588235294117647,0.6470588235294118,0.29411764705882354,0.5601415094339622,0.5442477876106194,0.1504424778761062,2.036814318070437,1.965896227809094,0,77.26268006130354,77
