"pos","exp","hgt","mpg","ppg","rpg","apg","spg","bpg","two_pct","three_pct","ft_pct","tov","ast_to","efg","ts","usg","ortg","drtg","rim_pct","mid_pct","obpm","dbpm","bpm","ftr","pfr","Rating"
"Scoring PG","Jr","6-3",18.1452,5.9355,1.8065,1.9677,0.5806,0.0968,0.495,0.472,0.697,1.54840003659754,1.27079563,54.8,56.55,20.1,99.6,111.962,0.5294,0.4419,-1.40953,-0.256427,-1.66596,22.4,3.9,65
"Combo G","Sr","6-2",30.585,17,2.9,2.4,1.5,0.2,0.565,0.412,0.881,1.29999989870834,1.84615399,59.6,63.77,22.4,122.2,114.097,0.5882,0.5,4.96754,-1.52633,3.44121,30,1.6,79
"PF/C","Sr","6-10",12.0429,3.5714,3.1786,1.9286,0.2857,0.4643,0.519,0.133,0.444,1.39290002471267,1.38459327,46.7,46.74,23.6,93.2,106.283,0.5714,0.4762,-3.08561,0.732251,-2.35336,19.6,4.2,63
"Wing G","Sr","6-6",23.9143,10.1429,3.7143,1,1,0.5714,0.462,0.429,0.667,1.57140004153839,0.63637519,52.5,54.03,23.1,100.5,103.169,0.4444,0.5,-0.0850898,0.715436,0.630346,20,2.9,62
"Combo G","Sr","6-3",27.3893,14.9286,4.3571,3.6429,0.7857,0.1071,0.581,0.398,0.848,2.42860008095334,1.49999995,58.7,62.17,25.8,113.7,109.946,0.6583,0.4394,2.13454,-1.27094,0.863602,27.3,3.5,77
"Combo G","Sr","6-2",27.2621,8,3.069,2.2069,0.6897,0.1034,0.61,0.379,0.786,2.17240011379286,1.015881,58.9,61.39,17.1,101.1,106.813,0.6522,0.3846,-2.35967,-0.519475,-2.87915,24.9,3.2,66
"Scoring PG","Sr","6-0",36.5273,15.8485,3.8182,4.4242,1.4242,0.1212,0.471,0.392,0.757,2.42420002358118,1.82501442,52.2,55.06,24.2,108.1,105.586,0.5652,0.3431,1.47263,-0.426909,1.04572,24.2,2,73
"C","Sr","6-9",29.2967,9.1,6.3333,2.2667,1.6667,1.5,0.571,0,0.577,1.6,1.4166875,57.1,57.69,17.4,111.2,95.1913,0.744,0.2344,-0.769046,2.56983,1.80079,37.6,4.2,80
"Pure PG","Sr","5-8",2.1,1.0833,0.1667,0.25,0.1667,0,0.333,0.6,0,0.166700005556445,1.49970001,59.1,59.09,25.6,115.6,94.565,0.5,0,4.60337,3.68627,8.28964,0,3.2,39
"Wing G","Sr","6-6",26.597,10.303,2.9697,2.2121,0.8182,0.0303,0.474,0.349,0.81,1.36359999719649,1.62224993,50.7,53.7,20.6,109.4,103.505,0.5918,0.3542,2.48435,1.3068,3.79115,20.1,1.3,82
"Wing G","Sr","6-4",31.6853,14.5588,4.7941,2.9412,0.7059,0.0882,0.479,0.422,0.833,2.49999997875017,1.17648001,56.5,59.51,22.4,107.3,102.2,0.6471,0.3608,3.92245,1.88684,5.80929,22.3,1.4,89
"Combo G","Sr","6-2",28.1529,14.6471,2.5294,2.4706,0.3824,0.0294,0.522,0.311,0.85,1.67650003901157,1.47366534,50.2,58.38,25.2,118.3,110.589,0.5492,0.481,2.59292,-1.95042,0.642498,55.7,2.8,74
"Combo G","Jr","6-2",31.0613,12.7742,3.9032,1.871,0.3871,0,0.414,0.433,0.806,1.29029997853868,1.4500504,54.7,59.19,19.9,115.1,113.853,0.5,0.3276,2.08718,-1.87507,0.212101,36.8,2.6,66
"Scoring PG","Jr","6-2",32.0792,11.9583,3.25,2.8333,0.7917,0.0417,0.36,0.352,0.827,0.916699969150634,3.09076044,44.8,50.25,20.5,109.1,112.505,0.3621,0.3571,1.21117,-0.94787,0.263305,31,2.3,73
"Wing F","Sr","6-5",15.0235,4.1765,3.5294,0.5882,0.4118,0,0.424,0.412,0.72,0.882400020042272,0.6665911,49,54.14,16.5,99.7,105.342,0.4286,0.4,-0.697158,-0.47449,-1.17165,50,3.1,60
"Combo G","Sr","6-4",17.3935,8.2581,1.0323,1.3226,0.5484,0.3226,0.455,0.333,0.763,0.870999988857312,1.51848452,47.9,52.56,22.1,108.3,109.373,0.5435,0.3226,1.81128,-1.38462,0.426657,35.3,1.5,65
"Wing F","Jr","6-8",25.67,9.8,4.2,1.5667,0.4667,0.3667,0.488,0.389,0.917,1.20000005821153,1.30558327,52.9,57.88,18.5,114.8,105.969,0.5811,0.3585,1.50164,-0.352196,1.14944,27,3.1,71
"Wing G","Sr","6-4",28.1526,6,4.2368,1.5,1.6842,0.5263,0.509,0.351,0.723,0.921100021367064,1.62848764,51.5,56.32,12.2,116.4,95.8422,0.6094,0.3571,0.712543,6.01384,6.72639,50.9,3.2,86
"Combo G","Sr","6-0",11.2788,2.1212,0.7879,0.8485,0.5455,0,0.438,0.238,0.667,0.363599979874945,2.33360849,39.2,39.77,12.6,93.8,107.521,0.4167,0.45,-4.57776,0.685629,-3.89213,4.1,3,56
"Scoring PG","Jr","6-4",29.6531,16.1875,4.8438,4.4688,1.375,0.625,0.467,0.326,0.763,3.40619987678136,1.31196059,47.4,51.24,32.4,101.1,103.075,0.4948,0.4124,1.8759,0.849366,2.72527,27.8,3.3,80
"Scoring PG","Sr","6-1",34.4625,19.5312,4.5,3.7188,2.0312,0.1875,0.494,0.423,0.741,2.21880003084411,1.67604108,55.5,57.95,27.4,118.5,102.913,0.5629,0.3696,6.12681,1.22942,7.35624,25.2,1.8,82
"Combo G","Sr","6-3",23.9935,9.8387,1.6452,1.4839,0.9355,0.0323,0.439,0.309,0.806,1.00000003369499,1.48389995,45.3,47.21,20.6,100.7,118.903,0.4933,0.3542,-1.16255,-2.59935,-3.7619,10.9,2.8,63
"PF/C","Jr","6-7",8.2357,1.7143,1.6786,0.0357,0.2857,0.25,0.75,0,0.476,0.357099987996639,0.099972,75,66.72,11.6,110.6,103.691,0.8125,0.5,-4.26532,1.26532,-3,105,8.3,57
"Combo G","Jr","6-2",16.0875,5.3125,1.5312,1.0312,0.4688,0.0312,0.375,0.33,0.833,1.28119999039845,0.80487044,46.5,50.61,18.2,89.7,119.784,0.4231,0.1667,-3.39885,-3.06339,-6.46223,23.3,3.8,53
"Wing G","Sr","6-4",30.5242,8.9697,3.3333,0.3333,1.303,0.5152,0.563,0.341,0.786,0.606100028544711,0.54990923,52,52.73,15.4,102.1,100.345,0.7143,0.35,-1.37813,0.328054,-1.05008,5.1,2.9,70
"Combo G","Sr","6-2",27.1839,14.9677,2.6452,1.4516,0.9032,0.3548,0.462,0.371,0.783,2.41940006845189,0.59998345,51,55.26,30.7,99.5,110.579,0.54,0.3562,1.03335,-2.40714,-1.37378,33,3.2,69
"Stretch 4","Sr","6-5",13.7727,4.9091,2.5455,0.5455,0.2727,0.1364,0.476,0.348,0.889,0.454500004545,1.20022001,51.1,54.79,16.8,109,114.262,0.5833,0.3333,-1.43396,-2.85869,-4.29266,20,4.9,54
"Combo G","Sr","6-4",28.1243,10.9189,1.973,2.5676,0.5946,0.1622,0.483,0.411,0.896,1.40540003122357,1.82695314,56,61.9,17.7,122.4,107.02,0.5323,0.4286,3.9043,1.42512,5.32941,38.4,2.2,88
"PF/C","Sr","6-9",10.7185,2.7407,3.1481,1.6667,0.1111,0.1852,0.623,0.5,0.357,0.592599985985528,2.81252116,62.7,60.02,16.4,121.3,113.181,0.6341,0.5833,0.799728,0.162865,0.962593,25.5,4.7,53
"Wing G","Jr","6-2",23.1103,11.1034,2.7586,0.6897,0.6897,0.1724,0.451,0.415,0.827,0.758599988048503,0.90917481,55.7,58.62,21.1,119,107.792,0.5,0.3784,4.89152,-0.823977,4.06754,21.8,2.4,68
"Combo G","Sr","6-3",12.1133,4.3667,1.9667,1.3333,0.5,0.2667,0.4,0.48,0.645,0.733299971750379,1.81821908,51.4,54.29,18.4,103.2,112.481,0.4324,0.25,-2.11837,-0.950344,-3.06871,44.3,6.4,52
"Scoring PG","Sr","6-3",29.0208,11.625,3.25,2.7083,2.0417,0.125,0.428,0.333,0.725,2.29169979976503,1.18178655,44.5,49.96,24.5,94.3,102.597,0.4609,0.3409,-2.39315,1.12532,-1.26784,43.3,3.5,63
"Combo G","Sr","6-3",15.1704,4.0741,1.8889,0.8889,0.3704,0,0.205,0.244,0.875,0.555599999527468,1.59989201,31.8,38.14,17.9,87,108.897,0.2667,0.1667,-3.6252,-1.41955,-5.04474,24.8,2.8,52
"Wing G","So","6-5",23.4333,10.4333,3.7,0.5,0.9667,0.3,0.409,0.372,0.784,1.299999948,0.3846154,50.6,54.5,21.2,104.5,104.999,0.5306,0.2564,1.23324,-0.0673484,1.16589,29.4,3.4,65
"Wing F","Sr","6-5",20.4862,6.8621,4.3793,0.4828,0.6897,0.1724,0.515,0.368,0.702,1.10339998260797,0.43755665,52.1,56.18,15.5,106,100.508,0.5625,0.3158,-1.54721,0.037763,-1.50945,48.3,2.7,65
"Wing F","Sr","6-8",31.1871,14.7742,8.0323,3.4194,1.9355,0.4839,0.509,0.255,0.628,3.29029991698618,1.03923657,49.1,52.79,29.6,99.6,104.904,0.56,0.3797,2.50573,2.00066,4.50639,58.6,3.8,86
"Combo G","Jr","6-0",23.3057,3.8857,2.2571,1.8571,1.3714,0.1429,0.52,0.357,0.857,0.971400018782527,1.91177678,52.8,57,10.3,106.7,103.527,0.561,0.3333,-1.95261,4.09541,2.1428,26.4,3.4,75
"Combo G","Sr","6-0",27.9294,11.5882,2.5,0.7941,1.0882,0.0882,0.368,0.327,0.689,0.500000009444655,1.58819997,45.9,47.4,19.9,106.7,108.315,0.3654,0.3721,-0.134045,-1.33145,-1.4655,12.2,1.6,68
"Wing G","Jr","6-4",22.9783,12.087,5,0.7826,0.9565,0.0435,0.49,0.329,0.646,0.913000001224955,0.85717415,49.1,52.64,24.3,99.5,110.125,0.5902,0.3333,-0.764894,-1.56623,-2.33112,48.2,4.3,64
"C","Sr","6-11",17.7882,4.7941,3.2941,0.7941,1,0.7353,0.556,0,0.582,1.20589997153128,0.65851233,55.6,56.74,17.3,99.1,107.894,0.6667,0.3846,-3.85551,1.07483,-2.78068,55.6,6.6,60
"Combo G","Sr","6-4",14.0364,4.6364,1.0455,0.7727,0.4091,0.0909,0.453,0.344,0.55,0.454499981554136,1.70011008,47.4,48.34,18.4,97.6,115.978,0.4762,0.4091,-2.63679,-2.54262,-5.17941,20.8,3.9,60
"C","Sr","6-8",18.1229,6.8857,7.2,0.4571,0.5429,0.9714,0.576,0,0.663,1.22860002384629,0.37204948,57.6,60.84,19.2,116.4,99.4017,0.6261,0.2353,-0.570701,0.111976,-0.458725,76.5,6.2,75
"Scoring PG","Sr","6-2",29.136,8.56,1.84,2.52,1,0.16,0.357,0.331,0.737,1.03999997127619,2.42307699,45.2,46.52,17.9,99.3,111.101,0.4737,0.3137,-0.503628,-0.261907,-0.765536,8.6,2.7,80
"Wing G","Sr","6-4",20.4556,5,3.2222,0.8056,0.6944,0.2778,0.5,0.212,0.737,0.472200012624434,1.70605671,42.6,47.6,14.2,103.3,104.894,0.6667,0.3333,-0.594192,1.70871,1.11452,35.2,3.9,77
"Wing G","Jr","6-5",23.0484,7.2581,4.4839,1.5161,0.8387,0.2258,0.582,0.377,0.672,1.16129990768887,1.30551978,57.4,59.53,16,113.7,102.552,0.6508,0.3125,1.39503,0.322545,1.71758,39.2,1.4,64
"C","Sr","6-9",22.1094,7.9375,5.6562,0.3125,0.5938,0.5938,0.608,0,0.663,0.656199986405636,0.47622677,60.8,62.82,15.8,123.2,103.895,0.6604,0.4595,1.09966,-0.537091,0.562567,60.1,3.9,72
"Combo G","Sr","6-6",4.4889,2,0.5556,0.2222,0.3333,0,0.5,0.3,0.5,0.1111,2,45.8,46.33,21.8,91.6,104.407,0,1,-1.52164,-0.321098,-1.84273,16.7,1.3,55
"Wing G","Sr","6-7",19.8882,8.0882,2.8824,1.0882,0.5882,0.2353,0.419,0.445,0.9,0.705900030777553,1.54157806,61.4,62.15,17.8,113.8,102.305,0.7143,0.2759,2.96829,-0.271741,2.69655,5.1,2,67
"Scoring PG","Jr","6-1",19.229,3.5161,1.6129,2.5161,1.2258,0.0645,0.444,0.241,0.5,1.35480002239531,1.85717446,41.8,43.38,14.9,88.4,103.984,0.6154,0.3243,-5.73931,0.622811,-5.1165,34.8,3.1,61
"Combo G","Sr","6-2",29.4211,16.2105,2.7895,2.5263,1.1579,0,0.48,0.292,0.721,2.2632000923663,1.11625128,46.6,50.52,29.5,97.9,106.44,0.5537,0.3148,1.62835,-0.432316,1.19604,32.6,2.5,69
"Stretch 4","Sr","6-6",23.85,9.3333,2.5,1,0.6667,1.1667,0.52,0.281,0.6,0.5,2,46.5,47.16,19.8,103.2,106.024,0.6154,0.4167,0.473644,1.10464,1.57828,8.8,3.4,76
"Wing G","Sr","6-6",26.2517,6.8966,2.8276,1.4828,0.7586,0.1034,0.565,0.375,0.733,1.62069999834192,0.91491331,56.4,60.26,14.9,101.9,111.56,0.5972,0.3846,-3.73691,-1.07096,-4.80788,48,2.4,60
"Wing G","Sr","6-5",21.9969,3.8125,2.1562,1.125,0.7812,0.1875,0.593,0.358,0.364,0.5,2.25,55.3,54.42,8.4,112.4,118.815,0.6471,0.5,-3.54401,-0.696605,-4.24061,11.7,4,59
"Stretch 4","Jr","6-9",27.4077,12.8462,5.6923,1.3077,0.5769,0.8462,0.61,0.455,0.708,1.03849992485825,1.25922012,64,65.32,18.1,125.6,107.905,0.6703,0.4375,3.31792,-0.725782,2.59214,30.8,2.8,71
"PF/C","Jr","6-7",22.1147,12.2059,5.2059,1.5588,0.7647,1,0.563,0.379,0.776,1.29410006265942,1.20454364,56.4,59.93,25,117.8,105.451,0.5987,0.4722,5.28372,1.20003,6.48376,34,3.6,80
"Wing F","Sr","6-5",21.9588,4.7941,4.2647,0.9118,0.5882,0.2059,0.483,0.349,0.75,0.705899991560632,1.29168439,50.7,52.49,12.7,110.2,110.435,0.7188,0.1923,-0.10981,-0.189683,-0.299493,14.2,2.8,64
"C","Jr","6-9",12.075,3.1875,2.6875,0.5,0.4375,0.4375,0.565,0,0.679,0.687499997421875,0.72727273,56.5,61.98,15.8,111,107.583,0.5714,0.5,-2.13886,-0.25632,-2.39518,121.7,6.9,43
"PF/C","Jr","6-7",24.7,8.9474,4.1053,0.7368,0.6842,1.5263,0.564,0.208,0.676,1.47370000528236,0.49996607,51.3,53.67,19.2,95.3,111.327,0.5814,0.375,-3.10873,-0.273572,-3.3823,28.8,4.2,64
"Stretch 4","Sr","6-7",29.2667,12.303,7.4848,1.8182,0.9394,0.9091,0.507,0.359,0.784,1.57579994229116,1.15382667,51.6,56.37,21.8,112.7,100.832,0.6197,0.2817,3.90739,2.53034,6.43773,38,2.9,89
"Stretch 4","Jr","6-8",23.595,8.9,5.2,0.75,0.7,1,0.486,0.235,0.762,1.1499999701,0.65217393,42.6,44.51,23.3,88.6,110.832,0.5636,0.4,-1.60823,-3.03153,-4.63976,11.1,1.9,58
"PF/C","Jr","6-9",11.775,1.0938,1.5938,0.4688,0.125,0.0312,0.6,0.171,0.667,0.343800002210352,1.36358347,29.3,33.85,9.2,83.1,107.424,0.6667,0.5,-3.18527,1.09293,-2.09235,26.1,2.3,70
"Wing G","Jr","6-3",25.2656,9.7188,2.2188,0.4688,0.4062,0.0938,0.378,0.291,0.891,1.0312000258152,0.45461597,41,45.23,21.4,91.7,106.872,0.4286,0.3488,-1.52516,-2.14514,-3.6703,18.3,1.3,70
"Wing G","Sr","6-6",29.8618,12.1765,2.7353,1.7647,0.7941,0.2647,0.471,0.391,0.795,1.44119996823104,1.22446575,51,54.09,21.4,105.2,107.95,0.5946,0.4082,0.326879,-0.699157,-0.372278,21.7,1.7,77
"Combo G","Sr","6-1",26.669,11.1034,3.1379,2.5172,0.8966,0.1724,0.417,0.339,0.712,1.75859999902471,1.43136586,43.7,47.08,25.3,96.5,107.643,0.4692,0.3441,-1.04139,-1.04778,-2.08917,25.6,3.2,71
"Wing F","Sr","6-8",34.2444,16.75,5.5,2.0833,1.1389,0.3889,0.533,0.429,0.781,1.30559997417001,1.59566486,59.4,62.54,21.7,121.5,112.629,0.6102,0.3906,4.52978,-1.76016,2.76963,34.2,2.4,76
"Wing G","Jr","6-7",37.1424,15.3636,5.1515,3.5758,1.7879,0.7273,0.448,0.429,0.793,2.00000003355892,1.78789997,54.1,57.78,21,114.7,99.7479,0.5797,0.374,2.99804,1.04527,4.04331,30.2,1.8,79
"Scoring PG","Sr","6-7",5.3,0.4,0.64,0.52,0.2,0.08,0.5,0,0,0.120000001753846,4.33333327,42.9,42.86,5.8,95.8,104.355,0.5,0.5,-5.93563,0.489117,-5.44651,0,3.3,46
"C","Sr","6-9",9.4714,2.5357,2.1071,0.3929,0.2143,0.2857,0.37,0,0.324,0.678600032760716,0.57898612,37,36.54,22.6,74,108.858,0.5313,0.2653,-8.21829,-1.6521,-9.8704,42,6.8,46
"Wing F","Sr","6-7",27.1639,8.4167,4.3333,0.9722,1.4444,0.5833,0.547,0.293,0.81,0.638899997423239,1.52167789,48,50.51,14.7,115.8,93.7315,0.6667,0.4364,1.07471,4.10967,5.18438,15,4.1,83
"Combo G","Sr","6-4",5.1875,0.5,0.625,0.3125,0.3125,0,0.333,0.5,1,0.0625,5,50,62.26,6.1,131.5,100.204,0.5,0,-3.61108,2.81825,-0.79283,60,3.3,58
"Wing F","Sr","6-7",27.3931,13.069,8.2414,1.2759,0.8966,0,0.511,0.25,0.677,2,0.63795,48.2,52.37,27.1,103.3,98.3275,0.6124,0.3696,2.51978,1.09765,3.61742,46.3,3.1,74
"Combo G","Sr","6-1",11.1852,3.963,0.8148,0.7778,0.2963,0.037,0.553,0.313,0.714,0.592599969969246,1.31252116,50.6,53.88,19.1,104.5,112.102,0.6667,0.5172,-0.829212,-0.191016,-1.02023,32.6,5.4,69
"Wing G","Jr","6-7",32.5467,11.5333,4.2667,1.3,0.9667,0.8,0.566,0.278,0.701,2.09999999676923,0.61904762,52.7,55.17,18.8,100.5,113.464,0.6723,0.4186,-0.463618,-0.615144,-1.07876,27.8,2.4,72
"Wing F","Sr","6-6",20.9061,10.1515,4.6364,1.303,0.9697,0.2727,0.648,0.444,0.654,1.06060006684304,1.2285498,64.9,65.57,19.1,126.9,100.318,0.7231,0.449,2.29575,0.878968,3.17472,43.1,5.6,69
"Combo G","Jr","6-3",6.1636,1.7273,0.7273,0.8182,0.0909,0,0.444,0.2,0,0.181799994546889,4.50055019,39.3,39.29,16.8,88,109.375,0.6667,0,-5.14149,-2.98629,-8.12778,0,0.9,56
"Combo G","Jr","6-4",19.6414,5.3448,2,2.1034,0.6207,0.069,0.512,0.333,0.571,1.51719999809863,1.38636963,50.9,52.01,18.7,92.4,109.167,0.5882,0.3939,-3.96062,-1.12467,-5.08529,29.9,3.4,61
"C","Jr","6-10",10.413,4.9565,2.7391,0.2609,0.3043,0.3478,0.661,0,0.351,1.39130000747644,0.18752246,66.1,59.69,26.8,90.1,105.522,0.7255,0.3636,-4.62691,0.766547,-3.86037,59.7,8.7,60
"Wing G","Sr","6-7",26.4625,6.125,2.6875,1.6562,0.3438,0.375,0.514,0.379,0.872,0.968799978609421,1.70953761,55.4,60.37,12.1,114.9,112.19,0.5769,0.3636,-0.226533,0.18177,-0.0447632,33.6,3,72
"Wing G","Jr","6-5",22.6759,6.069,2.069,0.6897,0.3448,0.069,0.432,0.29,0.824,0.827599990506059,0.83337362,43.4,45.25,16.9,85.5,120.044,0.4138,0.4667,-2.75676,-3.59264,-6.3494,9.3,2,58
"Wing G","Jr","6-3",15.9828,4.7241,1.8966,0.7931,0.4138,0.0345,0.592,0.243,0.781,0.620700003096065,1.27775092,45.5,49.57,16.5,102.7,105.547,0.6154,0.5455,-2.0715,-0.62489,-2.69639,26,2.9,64
"Wing F","Jr","6-8",23.9793,7.8966,4.1034,1.3448,0.6552,0.2759,0.426,0.364,0.797,1.7586000058402,0.76469919,45.3,50.22,20.4,96.5,112.653,0.5111,0.2931,-2.40631,-1.34261,-3.74892,30.7,3.8,61
"C","Jr","6-11",29.4471,14.0294,8.9412,1.7941,1.2353,1.3529,0.663,0,0.638,1.49999995819631,1.1960667,65.8,66.12,21.8,125.8,96.4172,0.7085,0.3438,5.73756,2.19625,7.93381,76.3,2.8,86
"Scoring PG","Sr","6-2",16.8414,4.6897,1.4828,2.6897,0.7931,0,0.286,0.194,0.793,1.34480005412599,2.00007428,28.7,41.9,18.2,86.2,112.391,0.2759,0.2963,-5.15689,-2.24397,-7.40086,66.7,3.7,59
"Stretch 4","Jr","6-11",19.0188,6.0312,4.25,0.2812,0.2812,0.3438,0.479,0.25,0.71,0.500000017780939,0.56239998,45.2,47.57,16.3,101.4,113.256,0.6222,0.3947,-2.70829,-2.48171,-5.19,18.8,3.6,58
"Wing G","Sr","6-2",14.7346,5,2.4615,0.5769,0.6154,0.0385,0.536,0.329,0.889,0.346199986764107,1.66637788,50.5,53.75,16.2,118.9,103.156,0.6111,0.4,1.02156,0.583352,1.60491,17.3,2.5,59
"Combo G","Jr","6-3",19.6,4.4,3,0.4,1,0,0.333,0.316,1,0.8,0.5,45.5,47.93,13,97.3,99.6095,0,1,-5.78039,1.89004,-3.89035,9.1,6.1,60
"Wing F","Sr","6-7",9.2708,2.4583,1.5,0.5833,0.2083,0.2917,0.429,0.316,0.583,0.291700007590801,1.99965713,46.2,48.9,12.3,103.9,105.738,0.5,0,-2.57784,0.657606,-1.92023,46.2,3.7,57
"Wing F","Jr","6-6",25.7469,4,5.8438,1.3125,1.1562,0.625,0.475,0.222,0.683,1.1874999977381,1.10526316,43.1,47.24,11.9,100,99.6027,0.5217,0.1818,-1.63535,2.22776,0.592419,35.3,3.6,70
"Combo G","Sr","6-4",24.2217,10.1739,2.2609,0.7826,1.5217,0.3043,0.468,0.389,0.743,1.1739000293475,0.66666665,50.6,55.23,20.1,106.3,100.264,0.4865,0.4595,-1.63905,0.715484,-0.923568,42.4,4.2,67
"Wing F","Sr","6-7",22.3971,8.8235,4.3235,0.8529,0.9412,0.6471,0.597,0.28,0.747,0.999999964825889,0.85290003,50.8,54.64,19.1,112.2,105.507,0.6737,0.2917,2.11368,1.59843,3.71211,33.3,3.9,80
"Wing G","Jr","6-6",30.9313,11.5625,3.9688,2.2188,0.7812,0.3125,0.443,0.422,0.738,2.18749993838167,1.0143086,52.9,56.12,20.8,101.6,109.908,0.55,0.175,-1.54454,-1.35468,-2.89921,31.3,3,68
"Wing F","Jr","6-8",30.6091,9.9394,5.2121,1.697,0.5152,0.5152,0.549,0.37,0.69,1.33329997857292,1.27278184,55.1,57.69,17.2,108.9,104.128,0.6195,0.35,0.217537,0.801701,1.01924,35.9,2.4,75
"C","Jr","6-9",10.6464,2.3214,2.3929,0.5357,0.1071,1.5,0.533,0,0.467,1.0714,0.5,52.2,51.76,15.9,84.6,107.535,0.6786,0.2941,-6.10666,1.69923,-4.40743,32.6,5.8,44
"Wing G","Jr","6-7",29.4548,9.5484,4.2581,1.3226,0.6452,0.5484,0.5,0.284,0.64,1.64519999529303,0.80391442,46.7,49.67,18.4,97.4,113.305,0.6216,0.2955,-2.12939,-2.52829,-4.65767,35.2,2.1,60
"PF/C","Jr","6-7",25.0333,10.303,7.8788,0.9697,0.7576,1.0909,0.675,0.338,0.667,0.848500034466759,1.14284026,62.1,62.95,18.3,130.1,103.458,0.7034,0.45,5.12052,1.25401,6.37453,23.5,4.8,87
"Wing F","Sr","6-8",33.5595,18.2703,6.1081,1.5946,0.6216,0.2432,0.618,0.349,0.794,1.40540006776168,1.13462354,58.4,63.26,23.8,126.8,103.222,0.6906,0.3607,6.56224,1.00779,7.57002,50.5,2.7,86
"Wing F","Jr","6-7",25.6038,7.6923,5.8462,0.7692,0.4615,0.1538,0.455,0.222,0.593,1.96149997831181,0.39214887,41.7,44.58,20.3,82.9,113.435,0.5488,0.2564,-3.7476,-2.54405,-6.29165,33.7,2.4,56
"Stretch 4","Jr","6-7",18.675,2.0556,4.4722,1.5278,0.6944,0.2778,0.636,0.225,0.682,0.527800035933102,2.89465687,44.4,48.31,9.3,120.8,99.0631,0.7143,0,0.600183,3.67624,4.27643,35.5,3.6,69
"Combo G","Sr","6-2",35.4647,11.6765,3.3235,3.1176,2.0588,0.0882,0.508,0.36,0.822,1.50000001443418,2.07839998,51.9,56.11,17.8,117.1,99.6177,0.5748,0.3857,1.3568,3.57285,4.92965,28.9,2.5,84
"Wing F","Jr","6-8",25.8281,13.0938,3.9375,1.1562,1.0312,0.4062,0.511,0.111,0.697,1.90619995905676,0.60654707,50,53.83,25,101.1,101.974,0.5198,0.4951,-0.866156,0.222546,-0.64361,41.2,5.5,72
"Combo G","Sr","6-4",28.0882,8.6176,2.6176,1.5882,0.9412,0.1765,0.394,0.415,0.625,0.735300017199131,2.15993467,53.3,54.23,14.6,117.3,109.466,0.5,0.2826,2.39187,1.73145,4.12332,16.6,2.5,82
"Wing G","Sr","6-6",25.571,11.5484,5.0323,2.3226,1.129,0.3871,0.601,0.278,0.675,1.74190004666141,1.33337157,58.7,61.09,21.8,113.3,102.094,0.6461,0.4,2.91953,2.41907,5.33859,50.8,3.3,83
"Scoring PG","Jr","5-11",16.5045,4.2273,1,1.8182,0.5,0.0455,0.432,0.206,0.8,1.27269995322327,1.42861638,37.3,44.04,19.4,82,111.512,0.4815,0.3,-4.88209,-3.2444,-8.12648,35.2,1.8,56
"Combo G","Sr","6-4",27.8395,11.5789,3.3158,1.8947,1.0263,0.3684,0.497,0.304,0.813,0.92109999494992,2.05699708,47.8,54.13,20.7,117.1,99.8793,0.5814,0.4176,2.96211,3.49525,6.45736,42.6,2.5,88
"Scoring PG","Sr","6-4",31.5759,13.3793,3.4828,4.1034,1.6897,0.1034,0.541,0.333,0.729,3.24139982782996,1.26593454,53,56.88,24.5,103.4,98.818,0.6724,0.3736,1.47147,2.65713,4.1286,41.4,2.2,88
"C","Sr","6-9",13.9459,6,4.1081,1.1622,0.5135,0.9459,0.595,0,0.542,1.37839999996205,0.84315148,59.5,59,25,104.4,95.8377,0.6786,0.3333,-0.430088,3.45168,3.02159,48.6,6.9,70
"Stretch 4","Jr","6-9",33.2,15.7879,6.4848,2.7879,0.8182,1.1818,0.57,0.371,0.699,1.90910007519166,1.46032156,56.5,59.8,24.9,115.9,103.253,0.7015,0.383,5.12826,1.2653,6.39355,50,2.9,86
"Wing F","Jr","6-8",29.5061,12.1818,5.3939,0.7879,0.6364,0.4242,0.519,0.358,0.687,1.18180005712959,0.66669484,52.8,55.74,19.5,110.6,105.989,0.5833,0.3158,2.08681,0.47059,2.5574,37.6,2.4,76
"Stretch 4","Sr","6-8",6.4154,2.9231,1.3077,0.3846,0.1538,0,0.75,0.588,0.667,0.3846,1,85.7,84.73,17.2,140.4,107.423,1,0.5,6.55343,2.07932,8.63275,14.3,4.3,64
"Stretch 4","Sr","6-8",29.8129,8.4194,6.7419,2,1.0968,0.6774,0.565,0.241,0.661,1.58060001884391,1.26534226,46.7,48.95,18.4,102.5,116.32,0.6452,0.3226,0.710822,-1.01964,-0.308815,23.3,2.6,76
"Wing G","Sr","6-2",20.8455,3.697,2.9091,1.0606,0.5758,0.0606,0.357,0.247,0.769,0.424199980973795,2.50023585,36.5,40.83,11.4,94.9,113.254,0.3824,0.25,-4.40434,-1.66367,-6.06801,22.6,2.5,56
"Wing G","Jr","6-4",28.931,9.2414,4.8276,1.9655,0.5862,0.1724,0.483,0.324,0.8,1.34480000152167,1.46155562,48.3,53.82,17.9,112.2,110.641,0.5422,0.4,1.30313,0.0269052,1.33004,37.9,2.3,79
"Wing F","Sr","6-7",26.8909,11.5909,5.8182,0.5909,0.7727,0.2727,0.468,0.333,0.828,1.59089991249916,0.371425,48.6,53.76,22.2,100.5,117.367,0.5574,0.1667,-0.0414797,-1.99249,-2.03397,32.6,3.2,64
